,unitid,inst_name,state_abbr,latitude,longitude,url_athletes,member_conf_baseball,member_ncaa,member_naia,member_njcaa,conf_number_baseball,est_fte,level_of_study,ftpt,income_level,average_grant,net_price,number_applied,number_admitted,number_enrolled_total,sex,reqt_test_scores,sat_crit_read_75_pctl,sat_math_75_pctl,Acceptance_Rate,CONFNO3,Conference_Name,School,...1,instnm,stabbr,city,zip,ugds,insturl,tuitionfee_in,tuitionfee_out,locale,adm_rate,sat_avg,admcon7,npt4_pub,npt4_priv,npt45_pub,npt45_priv,year.x,ID,team_name,Division,Common name...5,Nickname,City,State,Primary,...10,...11,team_id,division.x,year.y,wins,losses,ties,team_name.y.y,division.y,season,total_players,avg_p_height_in,avg_other_height_in,count_Fr,count_So,count_Jr,count_Sr,count_Other,top_state_1,top_state_2,top_state_3,top_state_1_count,top_state_2_count,top_state_3_count
1,100654,Alabama A & M University,AL,34.783368,-86.568502,NA,Yes,Yes,No,No,133,4315,Undergraduate,Full-time,$110 ,5628,17539,6560,4697,1534,Total,Considered,520,510,0.716006098,133,Southwestern Athletic Conference,Alabama A & M University,1,Alabama A & M University,AL,Normal,35762,5726,www.aamu.edu/,10024,18634,12,0.6622,947,5,14559,NA,18200,NA,latest,6,Alabama A&M,1,Alabama A&M,Bulldogs[h],Normal,AL,Southwestern Athletic Conference,NA,NA,596478,1,2025,10,40,0,Alabama A&M,1,2025,38,72.92857143,71.65217391,6,6,15,11,0,GA,AL,FL,8,6,5
2,100724,Alabama State University,AL,32.364317,-86.295677,www.alasu.edu/cost-aid/consumer-info,Yes,Yes,No,No,133,3394,Undergraduate,Full-time,$110 ,6310,15590,5974,5854,890,Total,Considered,534,516,0.979912956,133,Southwestern Athletic Conference,Alabama State University,5,Alabama State University,AL,Montgomery,36104-0271,3322,www.alasu.edu/,11248,19576,12,0.9564,977,5,13889,NA,11863,NA,latest,7,Alabama St.,1,Alabama State,Hornets[i],Montgomery,AL,Southwestern Athletic Conference,NA,NA,596479,1,2025,31,29,0,Alabama St.,1,2025,45,73.18181818,70.73913043,12,9,15,9,0,AL,GA,FL,10,7,6
3,100858,Auburn University,AL,32.599378,-85.488258,https://auburn.edu/administration/ir/factbook/retention-performance/athlete-graduation-rates.html,Yes,Yes,No,No,130,24362,Undergraduate,Full-time,$110 ,4774,28876,27619,19660,5311,Total,Recommended,NA,NA,0.711828813,130,Southeastern Conference,Auburn University,10,Auburn University,AL,Auburn,36849,25732,www.auburn.edu/,12536,33944,13,0.5047,1318,5,23897,NA,29310,NA,latest,37,Auburn,1,Auburn,Tigers,Auburn,AL,Southeastern Conference,NA,NA,596489,1,2025,41,20,0,Auburn,1,2025,40,73.81818182,72.61111111,14,10,7,9,0,AL,GA,CA,13,9,3
4,100830,Auburn University at Montgomery,AL,32.36736,-86.177544,www.aum.edu/academics/institutional-effectiveness/consumer-information,Yes,Yes,No,No,146,3355,Undergraduate,Full-time,$110 ,5702,14069,3405,3296,539,Total,Required,595,565,0.967988253,146,Gulf South Conference,Auburn University at Montgomery,9,Auburn University at Montgomery,AL,Montgomery,36117-3596,2693,www.aum.edu/,9436,20092,12,0.9263,1090,5,14596,NA,16075,NA,latest,30093,AUM,2,Auburn University at Montgomery,Warhawks,Montgomery,AL,Gulf South Conference,NA,NA,596813,2,2025,14,33,0,AUM,2,2025,37,73.33333333,71.5,8,0,15,14,0,AL,GA,FL,12,3,1
5,101435,Huntingdon College,AL,32.351034,-86.284366,NA,Yes,Yes,No,No,171,790,Undergraduate,Full-time,$110 ,13809,25908,2404,1666,253,Total,Considered,560,510,0.693011647,171,USA South Athletic Conference,Huntingdon College,23,Huntingdon College,AL,Montgomery,36106-2148,865,https://www.huntingdon.edu/,28650,28650,12,0.7083,1148,5,NA,21401,NA,24993,latest,1130,Huntingdon,3,Huntingdon College,Hawks,Montgomery,AL,Collegiate Conference of the South,NA,NA,597114,3,2025,23,21,0,Huntingdon,3,2025,50,NA,NA,15,13,17,5,0,AL,FL,GA,18,2,2
6,101480,Jacksonville State University,AL,33.822938,-85.765321,www.jsugamecocksports.com/sports/2008/6/2/Compliance.aspx?tab=compliance,Yes,Yes,No,No,135,6918,Undergraduate,Full-time,$110 ,133,22020,10483,8003,1818,Total,Considered,580,660,0.7634265,135,Atlantic Sun Conference,Jacksonville State University,27,Jacksonville State University,AL,Jacksonville,36265,7030,www.jsu.edu/,12426,22716,23,0.7622,1055,5,14850,NA,18079,NA,latest,315,Jacksonville St.,1,Jax State,Gamecocks,Jacksonville,AL,Conference USA,NA,NA,596571,1,2025,37,25,0,Jacksonville St.,1,2025,46,74.11538462,72.89473684,10,8,24,4,0,AL,GA,MS,14,10,5
7,102049,Samford University,AL,33.464128,-86.791799,www.samford.edu/athletics/,Yes,Yes,No,No,131,3774,Undergraduate,Full-time,$110 ,19051,33463,4217,3537,920,Total,Considered,660,630,0.838747925,131,Southern Conference,Samford University,43,Samford University,AL,Birmingham,35229-2240,3828,www.samford.edu/,38144,38144,21,0.8223,1203,5,NA,30795,NA,33894,latest,625,Samford,1,Samford,Bulldogs,Homewood,AL,Southern Conference,NA,NA,596668,1,2025,30,27,0,Samford,1,2025,41,75.55555556,71.875,10,9,14,8,0,GA,AL,FL,5,3,3
8,102234,Spring Hill College,AL,30.694751,-88.138199,data.shc.edu/home/institutional-research,Yes,Yes,No,No,161,1056,Undergraduate,Full-time,$110 ,10163,25325,2114,1512,216,Total,Considered,530,530,0.715231788,161,Southern Intercollegiate Athletic Conference,Spring Hill College,48,Spring Hill College,AL,Mobile,36608-1780,850,https://www.shc.edu/,23270,23270,12,0.591,1090,5,NA,19514,NA,20316,latest,30191,Spring Hill,2,Spring Hill College,Badgers,Mobile,AL,Southern Intercollegiate Athletic Conference,NA,NA,596836,2,2025,39,14,0,Spring Hill,2,2025,40,74.26315789,71.57894737,1,8,11,20,0,AL,LA,FL,9,6,5
9,100751,The University of Alabama,AL,33.211875,-87.545978,registrar.ua.edu/academics-policies/student-right-to-know/,Yes,Yes,No,No,130,29637,Undergraduate,Full-time,$110 ,7093,23931,42421,33472,7593,Total,Considered,680,690,0.789043163,130,Southeastern Conference,The University of Alabama,6,The University of Alabama,AL,Tuscaloosa,35487-0100,32323,www.ua.edu/,11900,33200,12,0.7582,1287,5,22150,NA,25773,NA,latest,8,Alabama,1,Alabama,Crimson Tide,Tuscaloosa,AL,Southeastern Conference,NA,NA,596480,1,2025,41,18,0,Alabama,1,2025,48,74.73333333,72.5,13,12,11,12,0,AL,GA,FL,17,5,3
10,102368,Troy University,AL,31.800672,-85.957094,www.troy.edu/about-us/offices-departments/institutional-research-planning-effectiveness/fact-site/graduation-reports.html,Yes,Yes,No,No,134,9120,Undergraduate,Full-time,$110 ,6432,15573,6766,6446,1596,Total,Required,580,570,0.9527047,134,Sun Belt Conference,Troy University,52,Troy University,AL,Troy,36082-0001,10089,www.troy.edu/,9792,19584,33,0.9261,1086,5,13869,NA,14278,NA,latest,716,Troy,1,Troy,Trojans,Troy,AL,Sun Belt Conference,NA,NA,596429,1,2025,39,21,0,Troy,1,2025,44,74.5,73.04545455,8,8,10,18,0,AL,MS,FL,10,5,3
11,102377,Tuskegee University,AL,32.4309,-85.708492,NA,Yes,Yes,No,No,161,2383,Undergraduate,Full-time,$110 ,NA,NA,8597,2940,551,Total,Required,580,550,0.34197976,161,Southern Intercollegiate Athletic Conference,Tuskegee University,53,Tuskegee University,AL,Tuskegee,36088-1920,2367,www.tuskegee.edu/,23440,23440,32,0.3143,1121,5,NA,32977,NA,NA,latest,720,Tuskegee,2,Tuskegee University,Golden Tigers,Tuskegee,AL,Southern Intercollegiate Athletic Conference,NA,NA,596941,2,2025,20,32,0,Tuskegee,2,2025,45,NA,71.66666667,9,12,9,13,2,GA,AL,IN,4,3,1
12,100663,University of Alabama at Birmingham,AL,33.505697,-86.799345,https://www.uab.edu/registrar/students,Yes,Yes,No,No,111,12105,Undergraduate,Full-time,$110 ,6915,19342,11906,10541,2415,Total,Considered,680,708,0.885351923,111,Conference USA,University of Alabama at Birmingham,2,University of Alabama at Birmingham,AL,Birmingham,35294-0110,12118,https://www.uab.edu/,8832,21864,12,0.8842,1251,5,17727,NA,21326,NA,latest,9,UAB,1,UAB,Blazers,Birmingham,AL,American Athletic Conference,NA,NA,596481,1,2025,24,30,0,UAB,1,2025,43,73.9047619,72.36363636,9,6,17,11,0,AL,GA,TN,23,5,3
13,101709,University of Montevallo,AL,33.10625,-86.865099,https://montevallofalcons.com/sports/2016/9/20/compliance.aspx,Yes,Yes,No,No,146,2008,Undergraduate,Full-time,$110 ,6176,20009,4045,3644,493,Total,Considered,590,610,0.900865266,146,Gulf South Conference,University of Montevallo,36,University of Montevallo,AL,Montevallo,35115-6000,2087,www.montevallo.edu/,13710,26730,31,0.539,NA,3,17053,NA,20529,NA,latest,1238,Montevallo,2,University of Montevallo,Falcons,Montevallo,AL,Gulf South Conference,NA,NA,596737,2,2025,29,25,0,Montevallo,2,2025,45,72.1,71.63636364,12,9,9,15,0,AL,FL,GA,6,2,1
14,101879,University of North Alabama,AL,34.806738,-87.681361,https://www.una.edu/research/Live Documents/Old Documents/Final report GRS 2017.pdf,Yes,Yes,No,No,135,5144,Undergraduate,Full-time,$110 ,8137,13484,3410,3068,1013,Total,Recommended,NA,NA,0.899706745,135,Atlantic Sun Conference,University of North Alabama,38,University of North Alabama,AL,Florence,35632-0001,5468,https://www.una.edu/,11990,22190,13,0.9648,NA,3,11024,NA,14273,NA,latest,487,North Ala.,1,North Alabama,Lions,Florence,AL,Atlantic Sun Conference[FB 1][C 1],NA,NA,596475,1,2025,24,31,0,North Ala.,1,2025,39,74,72.15789474,8,3,12,16,0,AL,PA,MS,14,5,3
15,102094,University of South Alabama,AL,30.696033,-88.178711,usajaguars.com/documents/2021/8/4//2020_21_Federal_Graduation_Rate_Report.pdf?id=10304,Yes,Yes,No,No,134,8635,Undergraduate,Full-time,$110 ,93,22574,11817,8364,1778,Total,Required,610,605,0.707793856,134,Sun Belt Conference,University of South Alabama,47,University of South Alabama,AL,Mobile,36688-0002,8540,www.southalabama.edu/,9676,18652,12,0.6549,1119,5,15142,NA,21878,NA,latest,646,South Alabama,1,South Alabama,Jaguars,Mobile,AL,Sun Belt Conference,NA,NA,596676,1,2025,23,28,0,South Alabama,1,2025,40,73.27777778,71.7,5,11,16,8,0,FL,AK,AL,7,6,5
16,101587,University of West Alabama,AL,32.588132,-88.186329,https://catalog.uwa.edu/content.php?catoid=35&navoid=1581&hl=Student+Right+to+Know&returnto=search,Yes,Yes,No,No,146,2153,Undergraduate,Full-time,$110 ,6751,15705,1539,1144,351,Total,Required,470,510,0.743339831,146,Gulf South Conference,University of West Alabama,31,University of West Alabama,AL,Livingston,35470,2666,www.uwa.edu/,10990,20090,43,0.8711,1015,5,13832,NA,16755,NA,latest,358,West Ala.,2,University of West Alabama,Tigers,Livingston,AL,Gulf South Conference,NA,NA,596900,2,2025,31,25,0,West Ala.,2,2025,46,73.75,71.29166667,8,3,18,15,2,AL,MS,FL,10,4,3
17,106458,Arkansas State University,AR,35.842388,-90.679988,www.astate.edu/dotAsset/0376d7cd-f2e2-494a-9e75-2979708dc04d.pdf,Yes,Yes,No,No,134,7627,Undergraduate,Full-time,$110 ,5334,15842,5835,3693,1301,Total,Required,590,610,0.632904884,134,Sun Belt Conference,Arkansas State University,114,Arkansas State University,AR,Jonesboro,72401,7994,www.astate.edu/,7754,13826,13,0.6967,1119,5,13085,NA,17431,NA,latest,30,Arkansas St.,1,Arkansas State,Red Wolves,Jonesboro,AR,Sun Belt Conference,NA,NA,596486,1,2025,26,28,0,Arkansas St.,1,2025,42,74.40909091,72.05,9,5,16,12,0,AR,TX,MO,11,6,4
18,106467,Arkansas Tech University,AR,35.293237,-93.13562,www.atu.edu/righttoknow/,Yes,Yes,No,No,367,6570,Undergraduate,Full-time,$110 ,4903,16016,6218,5868,1396,Total,Recommended,NA,NA,0.943711804,367,Great American Conference,Arkansas Tech University,115,Arkansas Tech University,AR,Russellville,72801-2222,5993,https://www.atu.edu/,8508,14502,33,0.9629,1050,5,12171,NA,14637,NA,latest,947,Arkansas Tech,2,Arkansas Tech University,Wonder Boys & Golden Suns,Russellville,AR,Great American Conference,NA,NA,596952,2,2025,32,23,0,Arkansas Tech,2,2025,47,73.18181818,71.56,11,7,16,13,0,AR,AZ,MO,19,8,5
19,107044,Harding University,AR,35.247386,-91.726143,www.harding.edu/consumerinfo/,Yes,Yes,No,No,367,3360,Undergraduate,Full-time,$110 ,11632,22536,2200,1191,748,Total,Required,660,640,0.541363636,367,Great American Conference,Harding University,128,Harding University,AR,Searcy,72149-5615,3323,www.harding.edu/,24888,24888,32,1,1187,1,NA,20579,NA,23563,latest,1116,Harding,2,Harding University,Bisons & Lady Bisons,Searcy,AR,Great American Conference,NA,NA,596730,2,2025,41,19,0,Harding,2,2025,37,71.69230769,72,10,3,11,13,0,TX,AR,TN,12,7,7
20,107071,Henderson State University,AR,34.128155,-93.059703,https://www.hsu.edu/pages/about/consumer-information/academics/,Yes,Yes,No,No,367,2130,Undergraduate,Full-time,$110 ,6116,19916,2377,1783,418,Total,Required,583,568,0.750105175,367,Great American Conference,Henderson State University,129,Henderson State University,AR,Arkadelphia,71999-0001,1491,https://www.hsu.edu/,7885,9882,32,0.8192,NA,3,16929,NA,19082,NA,latest,1123,Henderson St.,2,Henderson State University,Reddies,Arkadelphia,AR,Great American Conference,NA,NA,596731,2,2025,32,24,0,Henderson St.,2,2025,55,73.35483871,71.63636364,12,7,14,22,0,AR,TX,LA,30,18,2
21,107080,Hendrix College,AR,35.101565,-92.443256,www.hendrix.edu/institutionalresearch/disclosures/,Yes,Yes,No,No,368,1110,Undergraduate,Full-time,$110 ,24121,25807,2385,1629,316,Total,Considered,680,660,0.683018868,368,Southern Athletic Association,Hendrix College,130,Hendrix College,AR,Conway,72032-3080,1094,https://www.hendrix.edu/,36650,36650,13,0.5298,1336,5,NA,23409,NA,26203,latest,1124,Hendrix,3,Hendrix College,Warriors,Conway,AR,Southern Collegiate Athletic Conference,NA,NA,597113,3,2025,19,23,0,Hendrix,3,2025,57,67,68,16,17,14,10,0,TX,AR,TN,17,7,5
22,106342,Lyon College,AR,35.777619,-91.625354,ope.ed.gov/athletics/#/institution/details,Yes,No,Yes,No,319,561,Undergraduate,Full-time,$110 ,16969,27780,2444,665,138,Total,Considered,590,605,0.272094926,319,American Midwest Conference,Lyon College,109,Lyon College,AR,Batesville,72501,563,www.lyon.edu/,31000,31000,33,0.6554,NA,3,NA,22670,NA,26818,latest,22989,Lyon,3,Lyon College,Scots,Batesville,AR,St. Louis Intercollegiate Athletic Conference,NA,NA,597361,3,2025,20,20,0,Lyon,3,2025,51,71.68181818,70.72413793,21,18,6,6,0,TX,AR,OK,16,15,4
23,107512,Ouachita Baptist University,AR,34.126093,-93.052471,https://obu.edu/about/consumerinfo.php,Yes,Yes,No,No,367,1627,Undergraduate,Full-time,$110 ,19259,24619,2610,1925,485,Total,Neither required nor recommended,NA,NA,0.737547893,367,Great American Conference,Ouachita Baptist University,141,Ouachita Baptist University,AR,Arkadelphia,71998-0001,1612,obu.edu/,32480,32480,32,0.6852,1212,5,NA,22355,NA,23523,latest,1289,Ouachita Baptist,2,Ouachita Baptist University,Tigers,Arkadelphia,AR,Great American Conference,NA,NA,596742,2,2025,24,25,0,Ouachita Baptist,2,2025,35,NA,74,15,4,9,7,0,AR,NA,NA,1,NA,NA
24,107983,Southern Arkansas University Main Campus,AR,33.291618,-93.235922,NA,Yes,Yes,No,No,367,2907,Undergraduate,Full-time,$110 ,4309,19933,2813,1761,632,Total,Required,570,570,0.626022041,367,Great American Conference,Southern Arkansas University Main Campus,158,Southern Arkansas University Main Campus,AR,Magnolia,71753,2865,https://www.saumag.edu/,9820,15400,33,0.6659,1050,1,15944,NA,18896,NA,latest,1376,Southern Ark.,2,Southern Arkansas University,Muleriders,Magnolia,AR,Great American Conference,NA,NA,596752,2,2025,31,21,0,Southern Ark.,2,2025,50,72.9,71.63333333,14,3,12,21,0,AR,TX,Canada,23,19,2
25,106397,University of Arkansas,AR,36.070009,-94.176981,https://catalog.uark.edu/undergraduatecatalog/academicregulations/graduationrates/,Yes,Yes,No,No,130,22542,Undergraduate,Full-time,$110 ,4518,20093,21462,17743,6065,Total,Required,620,600,0.826716988,130,Southeastern Conference,University of Arkansas,111,University of Arkansas,AR,Fayetteville,72701,27312,https://www.uark.edu/,9748,28772,13,0.7167,1174,5,17525,NA,20991,NA,latest,31,Arkansas,1,Arkansas,Razorbacks,Fayetteville,AR,Southeastern Conference,NA,NA,596487,1,2025,50,15,0,Arkansas,1,2025,42,74.31818182,72.25,14,10,12,6,0,AR,CA,OK,9,6,5
26,106245,University of Arkansas at Little Rock,AR,34.723254,-92.339778,ualr.edu/institutionalresearch/student-right-know/,Yes,Yes,No,No,134,4667,Undergraduate,Full-time,$110 ,0,21300,3786,2184,481,Total,Required,590,590,0.576862124,134,Sun Belt Conference,University of Arkansas at Little Rock,104,University of Arkansas at Little Rock,AR,Little Rock,72204,4740,ualr.edu/www/,8455,19210,12,0.5774,1049,1,16136,NA,21013,NA,latest,32,Little Rock,1,Little Rock,Trojans,Little Rock,AR,Ohio Valley Conference[C 1],NA,NA,596488,1,2025,27,34,0,Little Rock,1,2025,40,73.04761905,71.47368421,5,2,19,14,0,AR,TX,MO,15,8,4
27,106412,University of Arkansas at Pine Bluff,AR,34.244031,-92.018683,https://www.uapb.edu/administration/office_of_the_chancellor/planning_institutional_research_and_public_information/student_outcome_data.aspx,Yes,Yes,No,No,133,2153,Undergraduate,Full-time,$110 ,3250,16718,4699,3173,677,Total,Required,508,508,0.675250053,133,Southwestern Athletic Conference,University of Arkansas at Pine Bluff,112,University of Arkansas at Pine Bluff,AR,Pine Bluff,71601,1899,www.uapb.edu/,9019,17029,32,0.5754,916,1,11679,NA,15423,NA,latest,2678,Ark.-Pine Bluff,1,Arkansas–Pine Bluff,Golden Lions[k],Pine Bluff,AR,Southwestern Athletic Conference,NA,NA,596466,1,2025,19,34,0,Ark.-Pine Bluff,1,2025,35,74.33333333,71.2,3,9,14,9,0,TX,CA,GA,5,2,1
28,106704,University of Central Arkansas,AR,35.077945,-92.457672,uca.edu/consumerinfo/,Yes,Yes,No,No,135,7524,Undergraduate,Full-time,$110 ,4124,19043,6057,5595,1854,Total,Considered,600,560,0.923724616,135,Atlantic Sun Conference,University of Central Arkansas,120,University of Central Arkansas,AR,Conway,72035-0001,7426,www.uca.edu/,10118,17258,13,0.9047,1117,5,16775,NA,20028,NA,latest,1004,Central Ark.,1,Central Arkansas,Bears[n],Conway,AR,Atlantic Sun Conference[FB 1][C 1],NA,NA,596457,1,2025,20,35,0,Central Ark.,1,2025,41,72,71.63157895,12,5,14,10,0,AR,CA,MO,22,6,4
29,107558,University of the Ozarks,AR,35.476278,-93.467221,NA,Yes,Yes,No,No,204,802,Undergraduate,Full-time,$110 ,14615,20657,1918,1062,201,Total,Considered,550,580,0.553701773,204,American Southwest Conference,University of the Ozarks,144,University of the Ozarks,AR,Clarksville,72830,753,https://ozarks.edu/,25950,25950,33,0.5814,1088,5,NA,13630,NA,19376,latest,23008,Ozarks (AR),3,University of the Ozarks,Eagles,Clarksville,AR,Southern Collegiate Athletic Conference,NA,NA,597172,3,2025,15,25,0,Ozarks (AR),3,2025,40,72.8125,71.5,7,11,15,7,0,AR,TX,CA,12,11,3
30,104151,Arizona State University Campus Immersion,AZ,33.417721,-111.934383,www.ncaa.org/about/resources/research/graduation-rates,Yes,Yes,No,No,127,64561,Undergraduate,Full-time,$110 ,6471,20466,61603,54329,14250,Total,Neither required nor recommended,NA,NA,0.881921335,127,Pacific-12 Conference,Arizona State University Campus Immersion,71,Arizona State University Campus Immersion,AZ,Tempe,85287,64398,www.asu.edu/,12051,32193,12,0.9019,NA,3,13670,NA,21772,NA,latest,28,Arizona St.,1,Arizona State,Sun Devils,Tempe[L 2],AZ,Big 12 Conference,NA,NA,596485,1,2025,36,24,0,Arizona St.,1,2025,41,74.625,71.70588235,12,11,10,8,0,AZ,CA,TX,13,9,5
31,104717,Grand Canyon University,AZ,33.513231,-112.129929,https://web3.ncaa.org/aprsearch/gsrsearch,Yes,Yes,No,No,137,60170,Undergraduate,Full-time,$110 ,7561,23879,36861,30534,7620,Total,Recommended,NA,NA,0.828355172,137,Western Athletic Conference,Grand Canyon University,83,Grand Canyon University,AZ,Phoenix,85017,68619,www.gcu.edu/,17450,17450,11,0.6036,1095,5,NA,21931,NA,24177,latest,1104,Grand Canyon,1,Grand Canyon,Antelopes,Phoenix,AZ,Mountain West Conference,NA,NA,596462,1,2025,31,27,0,Grand Canyon,1,2025,45,74.38095238,72.29166667,9,10,20,6,0,AZ,CA,WA,24,9,4
32,104179,University of Arizona,AZ,32.232672,-110.950815,https://arizonawildcats.com/documents/2021/3/10/University_of_Arizona_GSR_Report.pdf?id=26908,Yes,Yes,No,No,127,37078,Undergraduate,Full-time,$110 ,7452,20230,48065,41946,8436,Total,Considered,680,690,0.872693228,127,Pacific-12 Conference,University of Arizona,73,University of Arizona,AZ,Tucson,85721-0066,40769,https://www.arizona.edu/,13626,41095,11,0.8566,1261,5,15960,NA,20936,NA,latest,29,Arizona,1,Arizona,Wildcats,Tucson,AZ,Big 12 Conference,NA,NA,596706,1,2025,44,21,0,Arizona,1,2025,40,74.15789474,72.57142857,11,7,15,7,0,AZ,IL,CA,15,6,5
33,109785,Azusa Pacific University,CA,34.130047,-117.888375,https://athletics.apu.edu/sports/2018/10/4/public_info.aspx,Yes,Yes,No,No,156,3710,Undergraduate,Full-time,$110 ,25347,28810,3967,3733,636,Total,Considered,628,638,0.94101336,156,Pacific West Conference,Azusa Pacific University,176,Azusa Pacific University,CA,Azusa,91702-7000,2977,www.apu.edu/,43600,43600,21,0.7948,1155,5,NA,19798,NA,23832,latest,30146,Azusa Pacific,2,Azusa Pacific University[a],Cougars,Azusa,CA,Pacific West Conference,NA,NA,596824,2,2025,NA,NA,NA,Azusa Pacific,2,2025,49,73.29166667,72.04166667,9,14,13,13,0,CA,CO,AZ,34,6,3
34,110097,Biola University,CA,33.906203,-118.014374,NA,Yes,Yes,No,No,156,3511,Undergraduate,Full-time,$110 ,22921,34864,4354,2646,655,Total,Considered,688,660,0.607717042,156,Pacific West Conference,Biola University,181,Biola University,CA,La Mirada,90639-0001,3390,https://www.biola.edu/,46704,46704,21,0.6008,1258,5,NA,28101,NA,35263,latest,30220,Biola,NA,NA,NA,NA,CA,NA,NA,NA,596842,2,2025,26,27,0,Biola,2,2025,43,73,71.9047619,12,7,16,8,0,CA,AZ,GA,35,2,1
35,110361,California Baptist University,CA,33.929321,-117.425619,www.cbulancers.com/documents/2014/10/1//gradrates.pdf?id=649,Yes,Yes,No,No,137,7764,Undergraduate,Full-time,$110 ,16702,32829,9474,6038,1372,Total,Neither required nor recommended,NA,NA,0.6373232,137,Western Athletic Conference,California Baptist University,187,California Baptist University,CA,Riverside,92504-3297,7914,www.calbaptist.edu/,39720,39720,11,0.7357,NA,3,NA,27384,NA,34648,latest,30135,California Baptist,1,Cal Baptist,Lancers,Riverside,CA,Western Athletic Conference[C 3],NA,NA,596476,1,2025,30,27,0,California Baptist,1,2025,35,74.5625,72.68421053,9,8,10,8,0,CA,AZ,GA,33,1,1
36,110404,California Institute of Technology,CA,34.137349,-118.125878,NA,Yes,Yes,No,No,197,965,Undergraduate,Full-time,$110 ,31877,48070,13026,510,270,Total,Required,NA,NA,0.039152464,197,Southern California Intercollegiate Athletic Conference,California Institute of Technology,190,California Institute of Technology,CA,Pasadena,91125,1023,www.caltech.edu/,63255,63255,12,0.0314,NA,3,NA,18902,NA,56275,latest,89,Caltech,3,California Institute of Technology,Beavers,Pasadena,CA,Southern California Intercollegiate Athletic Conference,NA,NA,597236,3,2025,7,30,0,Caltech,3,2025,25,72.33333333,71.93333333,6,5,7,6,1,CA,IL,MD,4,3,2
